title,url,content,subject,sub-subject
Resumo de biologia: Imunização: A importância da vacina,https://www.kuadro.com.br//resumos-enem-vestibulares/biologia/anatomia-e-fisiologia-animal/imunizacao:-a-importancia-da-vacina?id=288&topicId=5984,"De acordo com a OMS, a aplicação de vacinas em crianças é uma medida barata e eficaz no combate à mortalidade infantil, o que mostra a importância da vacina.  Porém, o que temos visto nos jornais é o ressurgimento de muitas doenças até então consideradas controladas pelas autoridades de saúde.  
Além da imunização falha, uma das causas apontadas para esse problema é o movimento antivacina. Muitas pessoas são contra a imunização artificial e não vacinam seus filhos. Contudo, sem a vacinação a imunização na população fica reduzida, o que permite a disseminação de doenças.
Segundo informações da Sociedade Brasileira de Pediatria (SBP), muitos responsáveis optam por não imunizar as crianças porque acreditam que o sistema de defesa dos bebês ainda seja prematuro para receber as vacinas e seus antígenos. No entanto, esse pensamento não é correto, pois as crianças apresentam condições de produzir adequadamente os anticorpos.  
Além desse argumento, o medo de reações às vacinas, fatores religiosos, entre outros são defendidos pelo movimento antivacinas, o qual tem causado grande preocupação para as autoridades de saúde mundiais.
Qual a importância da vacina? Como ela funciona?
Quando pensamos nas vacinas, o ditado “melhor prevenir do que remediar” é uma verdade. As vacinas são essenciais para a prevenção de doença! Elas são responsáveis pela produção de anticorpos, que são proteínas muito importantes para a defesa do nosso organismo.
Vírus e bactérias, ao invadir o organismo, realizam o ataque às células e se multiplicam no interior das mesmas. O processo descrito é chamado de infecção e causa a doença no ser vivo. As vacinas atuam estimulando o sistema imune. Elas levam o organismo a produzir anticorpos, os quais atuam contra os invasores.
A figura abaixo mostra um esquema a atuação da vacina no organismo:

Fonte: Centro de Estudos em Farmacovigilância da UNIFAL.
Imunização Ativa
As vacinas são produzidas a partir de seres vivos (atenuados) ou seres completos mortos (inativados). Também são usados na produção componentes microbianos ou toxinas secretadas que tenham sido neutralizadas.
Essas substâncias atuam como antígenos (substâncias estranhas ao corpo), estimulando o organismo do ser imunizado a produzir anticorpos para defendê-lo. Por isso é um tipo de imunização ativa. As vacinas são importantes para a prevenção de doenças, visto que em geral são aplicadas antes do contato com o patógeno, o causador da doença.
A figura abaixo mostra as principais vacinas produzidas com antígenos atenuados e inativados:

Fonte: Centro de Estudos em Farmacovigilância da UNIFAL.
Quando a imunização é passiva, o organismo recebe os anticorpos prontos, o que torna a resposta imunológica rápida. Porém não há a formação de células de memória, as quais são muito importantes para evitar que o organismo seja infectado em um novo contato com o antígeno.   
Memória Imunológica:
Quando em contato com o agente infeccioso, nosso organismo é capaz de produzir células especiais que impedem que em um novo contato com esse antígeno o organismo fique doente.
Nosso sistema imunitário apresenta a capacidade de memorizar antígenos já combatidos. Dessa forma em um novo contato com um determinado vírus, por exemplo, o processo de proteção do organismo é ativado novamente.
Em algumas situações, a memória imunológica impede que uma doença ocorra mais de uma vez no mesmo organismo. Isso ocorre com o sarampo, por exemplo. Porém, há casos em que são necessárias doses de reforço de uma vacina para que o corpo consiga produzir uma boa memória imunológica.
É importante estar atento às novidades na área da saúde e notícias da atualidade, que são muito cobradas nas provas! Bons estudos e conte com a gente!
",Biologia,imunizacao:-a-importancia-da-vacina?id=288&topicId=5984
Resumo de biologia: Sistema Digestório - Digestão,https://www.kuadro.com.br//resumos-enem-vestibulares/biologia/anatomia-e-fisiologia-animal/sistema-digestorio-digestao?id=1650&topicId=5984,"SISTEMA DIGESTÓRIO
 
Digestão

Sistema digestório é responsável por transformar moléculas grandes em moléculas menores:
- Para absorção;
- Composição das moléculas internas;
- Fonte de energia;
Transformações FÍSICAS (movimentos peristálticos do estômago, mastigação) e QUÍMICAS (ação de enzimas);
Moléculas grandes/complexas 🡪 (sofrem hidrólise/quebra pela água) 🡪 menores unidades (para absorção e assimilação):
Carboidratos (polissacarídeos) 🡪 monossacarídeos;
Proteínas 🡪 aminoácidos;
Lipídios 🡪 glicerol + ác. graxos.
Ácidos nucleicos 🡪 nucleotídeos 🡪 (fosfato) + (pentose + base nitrogenadas = nucleosídeo)

 
Vitaminas e sais minerais

Além dessas macromoléculas são absorvidos durante a digestão vitaminas, água e sais minerais, todos estes últimos já se encontram em suas menores unidades, portanto não sofrem quebra.
Cada um desses componentes apresenta uma função no organismo, os carboidratos apresentam função energética (glicose), função estrutural (celulose), as proteínas apresentam funções catalisadoras (enzimas) e estruturais (queratina), os lipídios tem função energética e estrutural (adipócitos e acúmulo de gordura), os ácidos nucleicos apresentam função estrutural na formação do DNA e RNA e as vitaminas, água e sais minerais tem funções reguladoras dos processos fisiológicos.
",Biologia,sistema-digestorio-digestao?id=1650&topicId=5984
"Resumo de biologia: Sistema digestório - Boca, Faringe e Esôfago","https://www.kuadro.com.br//resumos-enem-vestibulares/biologia/anatomia-e-fisiologia-animal/sistema-digestorio-boca,-faringe-e-esofago?id=1651&topicId=5984","Boca

Na boca ocorre o início da digestão.
PROCESSO FÍSICO:
Mastigação (dentes);
PROCESSO QUÍMICO:
Insalivação (formação do bolo alimentar):
Ação de enzimas: Amilase salivar ou ptialina (ação em pH 7)
Amido quebrado em Maltose;
 
Faringe e esôfago

Faringe = local de conexão entre sistema digestório e respiratório, suas vias são separadas por uma estrutura cartilaginosa denominada glote, no momento de deglutição, a glote levanta fechando as vias respiratórias (laringe) impedindo que aspiremos alimento.
Esôfago = canal logo após a faringe, leva o bolo alimentar até o estômago, por apresentar musculatura lisa, realiza movimentos peristálticos (contrações involuntárias) que conduzem o alimento até a entrada do estômago, por isso é possível tomar água deitado
",Biologia,"sistema-digestorio-boca,-faringe-e-esofago?id=1651&topicId=5984"
Resumo de biologia: Sistema Digestório - Estômago,https://www.kuadro.com.br//resumos-enem-vestibulares/biologia/anatomia-e-fisiologia-animal/sistema-digestorio-estomago?id=1652&topicId=5984," Estômago


Quando o bolo alimentar chega ao estômago as duas válvulas (cárdia e piloro) se fecham para impedir que o bolo alimentar volte ao esôfago, ou não sofra digestão correta indo ao intestino previamente, além disso as válvulas impedem o refluxo de ácido gástrico que pode causar injúrias na parede do esôfago.
Digestão física: Movimentos peristálticos;
Digestão química: Ação de enzimas 🡪 Pepsina (pH 1,5 – 2,0) 🡪 quebra proteínas em peptídeos;
Ação do HCl (ácido clorídrico) = Pepsinogênio + HCl = Pepsina
BOLO ALIMENTAR 🡪 QUIMIFICAÇÃO 🡪 QUIMO
",Biologia,sistema-digestorio-estomago?id=1652&topicId=5984
Resumo de biologia: Intestino delgado e fígado,https://www.kuadro.com.br//resumos-enem-vestibulares/biologia/anatomia-e-fisiologia-animal/intestino-delgado-e-figado?id=1653&topicId=5984,"Intestino delgado e fígado


O intestino delgado apresenta 3 regiões:


Duodeno


Digestão química: Ação de enzimas;
Pâncreas produz suco pancreático, rico em enzimas e em NaHCO3, que auxilia no combate da acidez do estômago, pois as enzimas funcionam em pH básico.
Enzimas (pH 8): lipase pancreática (quebra lipídios), amilase pancreática (quebra amido), tripsina (proteínas), quimiotripsina (proteínas), nucleases (nucleotídeos);
Células duodeno produzem também suco entérico, que possuem outras enzimas: peptidases, nucleotidases, lactase, maltase e sacarase que também atuam sobre pH 8;
Digestão mecânica: Fígado produz os sais biliares (Bile);
Quem produz a bile é o fígado a vesícula biliar funciona como local de armazenamento;
A bile não é uma enzima, apresenta função emulsificadora dos lipídios, que quebra as moléculas para aumentar a superfície de contato;

QUIMO 🡪 QUILIFICAÇÃO 🡪 QUILO


Jejuno e íleo: Absorção de nutrientes e água (por meio das microvilosidades da parede do intestino e das células das paredes);



",Biologia,intestino-delgado-e-figado?id=1653&topicId=5984
Resumo de biologia: Intestino Grosso,https://www.kuadro.com.br//resumos-enem-vestibulares/biologia/anatomia-e-fisiologia-animal/intestino-grosso?id=1654&topicId=5984,"Intestino Grosso

Absorção de água e sais minerais;
 
Formação do BOLO FECAL;
 
Saida pelo reto 🡪 fezes = matéria orgânica;

Microbiota presente no intestino grosso são responsáveis pela proteção contra patógenos e produção de vitamina K;

AULA 11: Celulose

Nem todos os animais conseguem digerir a celulose, é necessário apresentar a enzima celulase, esta é encontrada em alguns microorganismos como bactérias, protozoários e insetos.
 
Os protozoários podem fazer associações simbióticas com outros animais herbívoros, que é o caso dos ruminantes, assim estes conseguem assimilar a energia vinda da celulose;
 
Outros animais herbívoros apresentam esses microorganismos localizados na região do ceco, nestes animais o ceco é maior, enquanto em animais carnívoros e onívoros esse apêndice cecal é menor.
",Biologia,intestino-grosso?id=1654&topicId=5984
Resumo de biologia: Sistema Excretor - Eliminação de excretas,https://www.kuadro.com.br//resumos-enem-vestibulares/biologia/anatomia-e-fisiologia-animal/sistema-excretor-eliminacao-de-excretas?id=1693&topicId=5984,"SISTEMA EXCRETOR
 Eliminação de excretas

O organismo funciona dentro de certos limites e variações de pH e concentrações (ureia, água, sais).
 A manutenção do equilíbrio interno está relacionada à estabilidade dos fluidos corporais – sangue, linfa e líquidos que banham os tecidos. Alterações muito grandes podem levar o organismo à morte.
Papel do sistema excretório – mantém a constância, eliminando certas substâncias e retendo outras que podem ser aproveitadas.
Tipos de excretas:
CO2 🡪 eliminado pelos pulmões
Compostos nitrogenados 🡪 excretado pelos rins (órgão responsável pela regulação osmótica, da pressão arterial e pH sanguíneo)
Tipos de excretas:
Amônia – altamente tóxica e muito solúvel. Os animais que liberam diretamente a amônia são amoniotélicos (animais aquáticos, poríferos e cnidários, por exemplo).
Ureia – menos tóxica e menos solúvel que a amônia (solubilidade média), pode permanecer no sangue durante algum tempo. Animais que liberam ureia – ureotélicos (anelídeos terrestres, anfíbios adultos e mamíferos).
Ácido úrico – pouco tóxico e praticamente insolúvel. Garante a ovovivíparidade e pode ser acumulado dentro do ovo sem afetar o embrião, não ocupando muito espaço. Os animais que liberam ácido úrico são uricotélicos (aves, répteis e insetos).
",Biologia,sistema-excretor-eliminacao-de-excretas?id=1693&topicId=5984
Resumo de biologia: Sistema Excretor - Formação de compostos nitrogenados,https://www.kuadro.com.br//resumos-enem-vestibulares/biologia/anatomia-e-fisiologia-animal/sistema-excretor-formacao-de-compostos-nitrogenados?id=1694&topicId=5984,"Formação de compostos nitrogenados

Os compostos nitrogenados são formados a partir do metabolismo de proteínas e ácidos nucleicos. Quando são quebrados proteínas viram aminoácidos livres e ácidos nucleicos viram bases nitrogenadas livres, essa quebra tem como resíduo a produção de compostos nitrogenados.
Metabolismo de aminoácidos: Quando ocorre quebra de aminoácidos, há liberação de amônia, esse no entanto, é um composto extremamente tóxico para o organismo e necessita sofrer desaminação. Esse processo ocorre no fígado, nos hepatócitos, com a desaminação, a amônia se torna uréia, à esse processo dá-se o nome de ciclo de ornitina.
Metabolismo das bases nitrogenadas: O metabolismo das purinas, adenina e guanina, gera a produção de ácido úrico, esse processo ocorre nas células do intestino e fígado.




 
",Biologia,sistema-excretor-formacao-de-compostos-nitrogenados?id=1694&topicId=5984
Resumo de biologia: Sistema Excretor - Componentes,https://www.kuadro.com.br//resumos-enem-vestibulares/biologia/anatomia-e-fisiologia-animal/sistema-excretor-componentes?id=1695&topicId=5984," Componentes

1. Rins: com oito a nove cálices e um bacinete; cor vermelho-escura, pouco mais de 10 cm de comprimento. Local onde ocorre formação da urina. O sangue chega pela artéria renal e sai dos rins pela veia renal.
2. Canais excretores (vias urinárias): ureteres (condução de urina), bexiga (armazenamento de urina) e uretra (eliminação de urina).
Rim

Os rins são formados por córtex, medula e, uma concavidade, o hilo, onde se localizam os vasos sanguíneos, artérias e veias renais. Constituído por um milhão de néfrons (unidade filtrante) – controlam as concentrações de água, sódio, potássio, cálcio e hidrogênio.
Néfron: formado por alças de vasos sanguíneos (resultantes da ramificação da artéria renal – os glomérulos); cápsula de Bowman – envolvem os glomérulos (os resíduos filtrados das paredes dos vasos sanguíneos fluem para dentro das cápsulas) – conduzem o material filtrado para os tubos uriníferos (túbulo contornado proximal, alça de Henle, túbulo contornado distal e tubo coletor) e daí para os cálices e bacinetes.


Néfron

Como vimos anteriormente, o nefron é a unidade filtradora dos rins, por ele o sangue será filtrado e as excretas nitrogenadas passarão para a urina para ser eliminada.
O néfron é todo irrigado por capilares, arteríolas e vênulas, na região da capsula de bowman ocorre a conexão com a arteríola aferente, que leva o sangue arterial, rico em oxigênio, e rico em uréia para o nefron, com a pressão forte da corrente sanguínea, o plasma extravasa, para os túbulos uriníferos, água, sais, uréia, glicose, aminoácidos e vitaminas passam com o plasma, no entanto, proteína que apresentam tamanho maior, ficam retidas. 
O fluxo sanguíneo nos néfrons segue o seguinte caminho: o sangue vêm pela artéria aorta, passa pelo fígado até a artéria renal, esta se ramifica nas arteríols renais, que chegam ao néfron. Ao sair pela arteríola eferente, o sangue passa por capilares que circundam o nefron, participando de alguns processos como a reabsorção, até chegar as vênulas renais, veia renal e enfim na veia cava, que retorna ao coração. 





 
",Biologia,sistema-excretor-componentes?id=1695&topicId=5984
Resumo de biologia: Sistema Excretor - Formação da Urina,https://www.kuadro.com.br//resumos-enem-vestibulares/biologia/anatomia-e-fisiologia-animal/sistema-excretor-formacao-da-urina?id=1696&topicId=5984," Formação da urina

Formação da urina: divide-se nos processos de filtração glomerular, reabsorção e secreção tubular.
Filtração glomerular: devido à pressão do plasma sanguíneo, no glomérulo, o sangue extravasa pelas paredes semipermeáveis da cápsula, formando o filtrado glomerular. O filtrado apresenta composição química semelhante ao plasma (água, sais diversos, aminoácidos, vitaminas, glicerois, ácidos graxos, ureia, ácido úrico e outras substâncias), não apresentando células sanguíneas nem macromoléculas, tais como proteínas, de alto peso molecular.
Reabsorção renal: a arteríola eferente envolve os túbulos renais de maneira a capturar os nutrientes de interesse do organismo e que se encontram no filtrado. Esse processo é denominado reabsorção renal.
Túbulo contornado proximal – reabsorção de 65% das substâncias do filtrado glomerular. Células com muitas mitocôndrias, adaptadas ao transporte ativo. Reabsorção de 70% da água de forma passiva; praticamente toda a glicose, os aminoácidos e o sódio são reabsorvidos de forma ativa. Saída do sódio provoca a remoção do cloro, deixando a concentração do líquido do tubo hipotônico em relação ao plasma dos capilares envolventes.
Alça renal (de Henle) - segmentos: descendente, ascendente delgada e ascende espessa.
Descendente – delgada, poucas mitocôndrias, altamente permeável a água, moderadamente permeável à maioria dos solutos (ureia, sódio). Ocorre difusão simples de substâncias. A maior parte da água da alça (cerca de 20%) é reabsorvida nesse segmento.
Ascendente – praticamente impermeável à água. Torna-se muito diluído. 
 Parte espessa – alta atividade metabólica, reabsorve sódio, cloro e potássio (a maior parte da reabsorção da alça) de forma ativa. 
 Parte delgada – reabsorve muito pouco.
Secreção tubular: as células do túbulo retiram do sangue íons H+ e íons amônio – NH3+, lançando-os na sua cavidade; processo que ajuda a regular o pH do sangue e determina a acidez da urina.
Túbulo distal – parte contornada semelhante ao segmento espesso. Praticamente impermeável à água. Responsável por diluir o líquido tubular – segmento diluidor.
Porção final do túbulo e o tubo coletor cortical com dois tipos celulares:
Célula principais – absorvem sódio e água do lúmen e secretam potássio para o lúmen. 
Célula intercaladas – reabsorvem potássio e secretam H+ para o lúmen.
A permeabilidade do túbulo distal e do ducto coletor cortical está associada à concentração de vasopressina (ADH). Na presença de altas taxas de ADH, a permeabilidade à água aumenta.
Ductos coletores medulares – termina o processamento da urina; permeável à ureia. Responsáveis pela manutenção do equilíbrio ácido-básico.   
",Biologia,sistema-excretor-formacao-da-urina?id=1696&topicId=5984
